21:12:31
101.76,4.60,-723124,81412,-89841,3616,880,19088,-1359,624,981,-1209587,91858,-186741,2368,3552,15944,-1219,-5,307,0,5,0.00,0.00,0.00,8,6,26,3,1,
101.76,4.60,-728040,78121,-96157,4560,1080,19632,-1025,502,1022,-1210784,91128,-191597,1800,2800,18840,-1422,20,400,0,5,0.00,0.00,0.00,8,7,27,3,1,
101.76,4.60,-733598,76111,-100578,6856,1264,21400,-794,362,1098,-1212558,89563,-196888,944,1912,20584,-1509,42,478,0,5,0.00,0.00,0.00,8,6,27,2,1,
101.76,4.60,-739620,75067,-103802,6816,1016,21664,-643,240,1147,-1214952,87617,-202710,1168,1984,20232,-1562,64,586,0,5,0.00,0.00,0.00,9,7,24,2,1,
101.76,4.60,-745986,74456,-106624,6216,816,20912,-648,174,1142,-1217740,85473,-209373,1104,1160,20752,-1667,103,599,0,5,0.00,0.00,0.00,8,7,21,2,1,
101.76,4.60,-751806,73737,-109677,5608,784,21856,-700,151,980,-1219931,83577,-219332,168,304,19872,-1736,144,472,0,5,0.00,0.00,0.00,7,8,18,1,1,
101.76,4.60,-756879,72428,-112723,3104,80,21528,-606,144,906,-1221514,81553,-229640,-528,456,20088,-1829,180,453,0,5,0.00,0.00,0.00,7,7,15,1,1,
101.76,4.70,-762016,70501,-115313,1600,-368,21072,-522,168,920,-1223681,79008,-240537,-200,632,20208,-1912,228,623,0,5,0.00,0.00,0.00,7,7,14,1,1,
101.76,4.60,-767577,67811,-117467,1248,-32,21296,-478,232,975,-1227272,75734,-251580,1552,3512,20000,-1948,273,881,0,5,0.00,0.00,0.00,6,7,13,2,1,
101.76,4.60,-773562,65144,-118886,4128,-224,23392,-283,286,1061,-1232550,71454,-262836,3136,6496,20128,-2026,355,1070,0,5,0.00,0.00,0.00,6,7,14,1,1,
101.76,4.60,-779589,63498,-118999,5384,-808,24072,-14,245,977,-1238262,66462,-274379,3200,8904,20472,-2151,440,976,0,5,0.00,0.00,0.00,6,7,17,1,1,
101.76,4.60,-784582,63983,-116777,9024,-560,24256,441,39,705,-1242802,61412,-286631,1328,10344,20936,-2340,475,778,0,5,0.00,0.00,0.00,5,6,23,1,1,
101.76,4.60,-787497,67220,-111036,9880,1080,22664,794,-251,315,-1246439,56553,-299483,-928,12728,21232,-2478,430,669,0,5,0.00,0.00,0.00,5,5,28,1,1,
101.76,4.60,-787931,72770,-102740,10264,5752,21648,879,-492,-105,-1250257,51792,-313088,-4072,13800,21168,-2606,311,822,0,5,0.00,0.00,0.00,5,4,32,1,1,
101.76,4.70,-786294,79472,-92818,8616,6888,22152,1070,-667,-464,-1256916,46116,-327065,-4440,12704,20088,-2631,165,1354,0,5,0.00,0.00,0.00,5,2,33,1,1,
101.76,4.60,-783008,86311,-80648,5632,7360,20760,1480,-791,-812,-1269142,38338,-341782,-1128,8848,20872,-2744,32,2178,0,5,0.00,0.00,0.00,4,3,29,1,1,
