20:49:19
101.76,4.60,-144127,143917,249086,7096,8624,19480,-858,-384,-390,66809,-30422,92693,-1768,-3304,13136,-1504,-174,-2580,0,0,0.00,0.00,0.00,2,0,0,32,1,
101.76,4.60,-138031,144954,245811,8488,12216,21256,-672,-389,-1240,79949,-31478,80116,-2416,-5760,14752,-2081,-177,-1811,0,0,0.00,0.00,0.00,2,0,0,35,1,
101.76,4.60,-126240,142667,244803,8200,8376,22768,-316,-393,-2022,90220,-32569,64459,-5176,-7552,17152,-2321,-63,-2349,0,0,0.00,0.00,0.00,2,0,0,40,1,
101.76,4.60,-111306,139133,246761,3984,-2976,18960,192,-440,-2445,106453,-34880,48258,-8288,-10008,16704,-2133,-16,-2893,0,0,0.00,0.00,0.00,2,0,0,44,1,
101.76,4.60,-94261,134166,250092,-6944,-13024,11512,230,-454,-2456,121177,-36392,34778,-6816,-9880,13384,-1690,-161,-2282,0,0,0.00,0.00,0.00,3,0,0,50,1,
101.76,4.60,-80244,129850,251528,-11520,-12112,6416,-90,-437,-1604,134050,-36354,22615,-8712,-9384,9304,-1610,-345,-2237,0,0,0.00,0.00,0.00,3,1,0,57,1,
101.76,4.60,-68853,122324,246419,-12320,-9672,4760,-461,-387,-738,145672,-35310,11128,-9848,-9848,8712,-1462,-516,-1608,0,0,0.00,0.00,0.00,3,1,0,66,1,
101.76,4.60,-63482,117569,238823,-8440,-4712,6752,-984,-258,194,151365,-36246,-1787,-11320,-8304,11264,-1416,-647,-460,0,0,0.00,0.00,0.00,4,1,0,74,1,
101.76,4.60,-64488,116242,228097,-2216,-880,12432,-1410,-87,936,149937,-36329,-13390,-8352,-7744,12672,-1265,-660,653,0,0,0.00,0.00,0.00,4,1,0,82,1,
101.76,4.60,-69768,117667,214856,4544,-1912,16400,-1515,127,1327,142380,-34858,-23274,-3720,-6048,13520,-1236,-648,1525,0,0,0.00,0.00,0.00,4,1,0,92,1,
101.76,4.60,-77734,120933,200615,9304,-1408,19232,-1313,253,1409,130555,-31662,-30637,832,-4720,15952,-1299,-614,2009,0,0,0.00,0.00,0.00,4,1,0,98,1,
101.76,4.60,-85330,124779,188818,12856,1392,19816,-1077,248,1124,117599,-28589,-37961,2512,-3488,16968,-1304,-553,1911,0,0,0.00,0.00,0.00,4,1,1,103,1,
101.76,4.60,-90029,127935,179176,10368,992,17200,-881,134,602,106854,-25582,-45158,6816,-1560,18368,-1228,-493,1351,0,0,0.00,0.00,0.00,4,1,1,106,1,
101.76,4.60,-92389,130479,171531,7856,2472,15632,-909,66,258,101011,-19816,-51640,7520,-1064,18288,-1053,-419,438,0,0,0.00,0.00,0.00,4,1,1,106,1,
101.76,4.60,-91882,131357,165121,5152,2984,13632,-858,20,-39,101342,-14677,-57257,4536,-1248,15200,-920,-377,-527,0,0,0.00,0.00,0.00,4,1,1,105,1,
101.76,4.60,-90035,131149,159451,3024,2456,12664,-864,21,-94,106526,-10740,-63095,744,-2904,13768,-892,-360,-1062,0,0,0.00,0.00,0.00,4,1,1,102,1,
101.76,4.60,-88576,130644,153525,2656,1912,11864,-908,27,85,113070,-8326,-69634,-1104,-4000,12800,-885,-341,-1026,0,0,0.00,0.00,0.00,4,1,1,96,1,
101.76,4.60,-88356,130530,146773,2928,656,11480,-976,45,290,117765,-7369,-76978,-3992,-5376,13048,-990,-297,-555,0,0,0.00,0.00,0.00,4,1,1,89,1,
101.76,4.60,-89487,130792,138622,4352,-448,12144,-1103,103,528,118667,-7159,-84769,-3744,-5856,13144,-977,-246,109,0,0,0.00,0.00,0.00,4,1,1,82,1,
