21:38:00
101.76,4.60,518353,95692,-37834,-5336,8856,16528,2975,-23,-266,290061,-10436,-481734,-1072,-3264,30480,-3991,55,6365,0,5,0.00,0.00,0.00,9,4,7,1,1,
101.76,4.60,514320,94255,-19205,-7544,2888,24696,3256,74,698,217761,-65098,-496150,6336,-7968,27336,-2415,234,8198,0,5,0.00,0.00,0.00,7,3,6,1,1,
101.76,4.60,504603,92617,1072,-8704,-1928,24368,3901,-5,1404,143715,-122385,-496521,10008,-19368,15712,-1284,472,6927,0,5,0.00,0.00,0.00,5,3,5,1,1,
101.76,4.60,491221,92578,24299,-7592,-8984,25280,4429,-289,1907,91790,-164925,-496683,6776,-29360,15384,-1966,792,4051,0,5,0.00,0.00,0.00,4,2,3,1,1,
101.76,4.60,474214,95489,46722,-2376,-13792,29744,4078,-599,2457,59008,-195110,-507808,6144,-24952,19432,-3694,1034,1999,0,5,0.00,0.00,0.00,3,1,1,1,1,
101.76,4.60,454871,101649,65229,1520,-14312,32576,3636,-876,2601,30420,-223936,-528037,16408,-22176,32767,-4092,909,1173,0,5,0.00,0.00,0.00,2,0,1,0,1,
101.76,4.70,436945,110155,81766,7312,-9696,32767,3357,-1076,2068,6877,-247621,-543737,6032,-14040,32767,-1780,576,443,0,5,0.00,0.00,0.00,2,1,1,0,1,
101.76,4.60,422871,119563,97567,9464,-8464,32767,3148,-1111,1401,13937,-242307,-545968,-200,-28568,12728,518,284,-722,0,5,0.00,0.00,0.00,1,1,0,1,1,
101.76,4.60,412332,129031,112956,12720,-8808,27752,3081,-1160,903,30642,-229677,-548678,-3160,-31232,8384,1049,124,-2051,0,5,0.00,0.00,0.00,2,1,0,1,1,
101.76,4.60,403264,139061,128537,12064,-8328,25440,3062,-1279,746,60658,-206575,-553639,-9648,-31520,704,-98,178,-3653,0,5,0.00,0.00,0.00,2,1,0,1,1,
101.76,4.60,394692,149833,143588,11384,-6824,26488,2885,-1374,612,96025,-178862,-566710,-15152,-25296,5976,-937,80,-3468,0,5,0.00,0.00,0.00,1,1,0,1,1,
101.76,4.70,387726,160343,158086,8904,-984,27472,2791,-1356,162,116588,-162852,-575271,-13824,-22280,8144,-140,-45,-697,0,5,0.00,0.00,0.00,1,1,0,1,1,
101.76,4.60,383842,169650,174049,8024,-80,26344,2966,-1299,-441,106068,-171641,-571280,-296,-19392,6968,1160,-230,2147,0,5,0.00,0.00,0.00,1,1,0,1,1,
101.76,4.60,383033,177586,191984,4528,320,21376,3008,-1254,-968,85281,-186992,-557356,1872,-18424,4528,1911,-320,2437,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,384717,184304,210175,3688,552,20352,2844,-1239,-1210,74877,-192963,-543376,5352,-14784,-352,1876,-426,913,0,5,0.00,0.00,0.00,1,0,0,1,1,
