21:24:28
101.76,4.60,-999878,49946,-134838,3088,-416,22384,-791,220,835,-1343296,47950,-225793,1760,4472,20032,-1353,281,1126,0,5,0.00,0.00,0.00,13,8,38,1,1,
101.76,4.60,-1003845,48394,-137226,2576,840,22424,-553,145,640,-1350429,43340,-229261,1592,5064,19960,-1376,342,1194,0,5,0.00,0.00,0.00,12,8,48,1,1,
101.76,4.60,-1007381,47327,-137566,3312,1352,22728,-314,138,675,-1357880,38283,-232474,2096,8032,19152,-1453,407,1283,0,5,0.00,0.00,0.00,11,8,58,1,1,
101.76,4.60,-1012031,46434,-136347,5600,1480,23376,-83,166,997,-1366325,32928,-235210,3664,10912,19456,-1556,460,1495,0,5,0.00,0.00,0.00,11,7,71,1,1,
101.76,4.60,-1018613,46119,-133849,7784,1192,23296,233,132,1222,-1375789,27346,-237641,3744,12120,19368,-1649,489,1585,0,5,0.00,0.00,0.00,10,6,80,1,1,
101.76,4.60,-1025439,46955,-129056,8232,2096,22872,703,-52,1031,-1385909,20345,-246090,2448,10976,19112,-1706,493,1510,0,5,0.00,0.00,0.00,9,5,85,1,1,
101.76,4.60,-1030218,49604,-120678,7312,4376,21944,1066,-260,577,-1395771,13336,-254964,688,9992,18928,-1780,414,1489,0,5,0.00,0.00,0.00,8,4,80,1,1,
101.76,4.60,-1032595,53353,-109985,6208,5880,21344,1264,-389,218,-1406344,6102,-264744,-5832,6096,17928,-1991,316,1621,0,5,0.00,0.00,0.00,6,3,69,1,1,
101.76,4.60,-1033158,57408,-97998,4800,5944,22016,1454,-465,-155,-1418982,-2079,-276062,-7792,5800,18384,-2268,244,1909,0,5,0.00,0.00,0.00,6,3,57,1,1,
101.76,4.60,-1031793,61170,-84658,2416,5136,22248,1742,-506,-400,-1435030,-11780,-289036,-6208,1360,21072,-2462,181,2635,0,5,0.00,0.00,0.00,5,2,41,1,1,
101.76,4.60,-1030777,64372,-72449,1656,5576,21944,2029,-498,-180,-1457273,-23846,-302481,-704,-2016,23280,-2653,91,3257,0,5,0.00,0.00,0.00,5,1,24,1,1,
101.76,4.60,-1031676,67230,-58811,656,6536,21648,2242,-518,45,-1482787,-37014,-316634,2448,-3320,24496,-2792,59,3647,0,5,0.00,0.00,0.00,3,1,12,1,1,
101.76,4.60,-1033792,70102,-44533,-496,3624,23376,2366,-565,248,-1510830,-51483,-329955,9976,-112,29488,-2725,75,3518,0,5,0.00,0.00,0.00,3,1,6,1,1,
101.76,4.60,-1037764,73295,-28979,256,2360,23360,2777,-664,455,-1533864,-63613,-341160,11336,-888,29664,-2146,151,2415,0,5,0.00,0.00,0.00,2,1,3,1,1,
101.76,4.60,-1042756,77725,-11609,1872,24,21144,3000,-816,484,-1548013,-71545,-349587,9400,-3248,24536,-1677,210,1267,0,5,0.00,0.00,0.00,2,0,2,1,1,
101.76,4.60,-1047173,82982,5090,2656,-1648,22144,2819,-936,332,-1552219,-71863,-354563,5664,-6832,18816,-1356,282,384,0,5,0.00,0.00,0.00,1,0,2,2,1,
101.76,4.60,-1051104,89306,21756,3888,-3728,20944,3006,-1087,178,-1552584,-72171,-361376,2920,-10040,16000,-1205,296,-183,0,5,0.00,0.00,0.00,1,0,2,1,1,
101.76,4.60,-1053965,96650,39421,4232,-4416,19968,3070,-1223,-94,-1549589,-71064,-373229,1032,-16464,15016,-1897,260,-672,0,5,0.00,0.00,0.00,1,0,2,2,1,
101.76,4.70,-1055295,104605,56874,4992,-5128,20984,2948,-1286,-423,-1545745,-70004,-387607,-1560,-15640,17768,-2379,167,-909,0,5,0.00,0.00,0.00,1,0,2,1,1,
101.76,4.60,-1054775,112565,73951,5856,-5056,21736,2945,-1289,-701,-1540995,-68061,-402152,-3248,-12432,23080,-2194,115,-881,0,5,0.00,0.00,0.00,1,0,1,1,1,
101.76,4.60,-1052865,120213,91633,5880,-4088,22384,2962,-1257,-1065,-1537850,-66671,-413429,-2304,-12984,22552,-1452,80,-314,0,5,0.00,0.00,0.00,1,0,1,2,1,
101.76,4.60,-1048498,127036,109864,4000,-4168,21784,3028,-1232,-1484,-1537193,-65664,-418417,2216,-11744,17840,-754,64,-21,0,5,0.00,0.00,0.00,0,0,1,2,1,
101.76,4.60,-1042689,133206,128871,3736,-2856,21040,3063,-1235,-1635,-1534440,-62735,-420545,3208,-12488,13592,-153,55,-436,0,5,0.00,0.00,0.00,1,0,1,2,1,
101.76,4.60,-1036439,139162,148408,2072,-2704,19536,3102,-1283,-1669,-1526673,-56706,-421726,2840,-12816,11968,114,59,-1108,0,5,0.00,0.00,0.00,0,0,1,2,1,
101.76,4.60,-1030922,145328,167765,2256,-952,18376,3002,-1320,-1477,-1513870,-47835,-422715,328,-12840,11416,203,45,-1716,0,5,0.00,0.00,0.00,0,0,1,2,1,
101.76,4.60,-1026349,151861,186561,2480,-664,17656,2980,-1373,-1432,-1498283,-37681,-421895,-568,-13496,11400,560,4,-1911,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-1022035,158755,205642,3240,376,17064,3034,-1419,-1468,-1482854,-27629,-418524,-2504,-14888,10368,941,-15,-1779,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-1017335,165639,225129,3648,-136,16520,3068,-1453,-1607,-1469160,-18792,-412809,-2808,-14568,9816,1247,-29,-1511,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-1011953,172199,244922,4016,-312,16872,3056,-1432,-1764,-1458636,-12661,-406884,-2776,-14320,9808,1451,-44,-1237,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-1005629,177915,264856,4688,-136,16424,3044,-1362,-1920,-1450127,-7582,-397308,-2000,-12528,10032,1811,-20,-1004,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-998595,182636,285161,4368,-80,15104,3010,-1280,-2023,-1441774,-1555,-385680,-2632,-13768,8696,2117,-140,-943,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-990780,186325,304872,3200,272,15200,2874,-1227,-2037,-1435336,3093,-372551,-2712,-13520,8648,2444,-187,-777,0,5,0.00,0.00,0.00,0,0,0,1,1,
101.76,4.60,-983082,189406,324228,2024,8,14528,2866,-1169,-1972,-1429690,7273,-357321,-2280,-12248,7720,2754,-209,-765,0,5,0.00,0.00,0.00,0,0,0,1,1,
101.76,4.60,-975807,192083,343511,560,40,13824,2900,-1129,-1857,-1424051,11498,-340445,-2768,-11696,7616,2943,-238,-768,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-969542,194877,362748,880,-224,12744,2886,-1075,-1711,-1419535,15085,-322626,-2576,-11080,8320,3093,-262,-542,0,5,0.00,0.00,0.00,0,0,0,1,1,
101.76,4.60,-964043,197563,381523,576,-920,11408,2830,-990,-1577,-1416795,17812,-303590,-1912,-12160,8688,3336,-290,-421,0,5,0.00,0.00,0.00,0,0,0,1,1,
101.76,4.60,-959805,200425,399671,776,-392,10816,2770,-909,-1400,-1414435,20520,-283238,-1440,-11416,8352,3521,-333,-432,0,5,0.00,0.00,0.00,0,0,0,2,1,
101.76,4.60,-955978,203027,417187,1208,-280,10504,2699,-845,-1371,-1412091,23479,-261961,-1264,-10792,7880,3644,-396,-445,0,5,0.00,0.00,0.00,0,0,0,2,1,
