21:07:02
101.76,4.60,1767855,183916,456832,-1936,2936,5136,1653,-361,-831,-1247947,82698,-122081,-1712,-9192,7400,4840,-445,-1385,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1771628,181889,467718,-528,7320,8920,1418,-221,-375,-1243257,85587,-92603,-1840,-9864,7920,4837,-371,-1403,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1768897,184299,473620,-1056,3656,1784,1493,-158,401,-1239053,87778,-63458,-1400,-13392,9368,4791,-324,-1283,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1764601,187368,480268,-1512,3648,4120,1157,-125,434,-1235770,89511,-35251,-1696,-13352,9952,4686,-318,-1176,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1756313,193706,483993,-600,4880,3760,912,-87,844,-1232873,91058,-7678,-1912,-10752,9544,4477,-316,-972,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1746559,202338,486771,6080,7632,5680,776,-132,740,-1232714,92486,18216,320,-10496,8984,4336,-289,-324,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.70,1740340,209011,489877,4944,8600,5848,701,-235,109,-1235984,94279,42662,1904,-10448,8904,4043,-265,-34,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1734526,216165,493117,10880,14544,12168,562,-202,132,-1238943,96283,64962,4480,-5088,7720,3612,-258,-221,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1732271,220726,495761,11952,15400,10704,588,-285,-290,-1239911,98096,84959,4088,-4944,7960,3115,-226,-527,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1734402,222293,500815,7728,12712,8944,564,-354,-1083,-1238947,99109,101962,3112,-6592,8296,2614,-151,-637,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1741375,220161,505735,7064,14968,9784,366,-369,-1210,-1237305,99636,115653,3160,-7968,7488,2023,-116,-680,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1752113,214657,510190,4184,14488,9440,291,-414,-1425,-1234649,99744,125447,3040,-9120,6704,1308,-85,-744,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1762919,209123,515378,2864,10488,9288,200,-399,-1470,-1231105,99945,127077,2944,-10184,6560,595,-36,-759,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1775410,201614,518571,5544,14936,10496,-135,-341,-903,-1226916,99632,124310,2744,-10912,6096,-26,9,-766,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1787718,193978,520000,-232,10640,8392,104,-482,-1053,-1222064,98834,117268,2128,-13904,4152,-496,39,-783,0,5,0.00,0.00,0.00,1,0,0,1,1,
101.76,4.60,1794113,191530,522163,1176,13984,6112,-232,-472,-215,-1216709,97975,108768,2384,-8032,7200,-953,29,-809,0,5,0.00,0.00,0.00,1,0,0,2,1,
