22:05:51
101.76,4.60,607757,176630,146569,5208,1680,13024,-2341,787,1313,589376,84162,-220855,1864,-3088,11696,54,-132,533,0,0,0.00,0.00,0.00,6,0,5,18,1,
101.80,4.60,604384,172867,130590,4240,2680,12472,-2261,750,1195,585739,83559,-220056,2280,-1952,11456,30,-139,513,0,0,0.00,0.00,0.00,6,1,5,17,1,
101.80,4.60,601641,168969,115372,3376,2584,12472,-2208,723,1091,582862,83482,-219514,2280,-720,12792,-126,-155,443,0,0,0.00,0.00,0.00,7,1,6,14,1,
101.76,4.60,598870,165119,100549,2824,2176,12344,-2184,699,1114,579967,83687,-218755,3368,848,13632,-154,-164,468,0,0,0.00,0.00,0.00,7,1,6,13,1,
101.76,4.60,595838,161386,85735,3176,2776,13960,-2160,680,1140,577934,84313,-217468,3352,984,13992,-187,-150,185,0,0,0.00,0.00,0.00,8,2,7,11,1,
101.76,4.60,592700,157605,71255,3192,2864,14344,-2105,686,1126,578094,85496,-216206,2416,224,13576,-198,-146,-108,0,0,0.00,0.00,0.00,8,2,7,10,1,
101.76,4.60,589159,153810,57112,3696,2784,14976,-2061,675,1188,579377,86666,-215355,1712,216,13120,-287,-155,-225,0,0,0.00,0.00,0.00,8,2,8,9,1,
101.76,4.60,585121,150135,43404,4168,3072,14624,-1937,643,1220,579892,86968,-216080,568,352,13936,-466,-199,173,0,0,0.00,0.00,0.00,8,2,8,8,1,
101.76,4.60,580688,146746,30680,4328,3064,13656,-1808,593,1276,578901,87184,-216761,-24,-456,13616,-431,-197,7,0,0,0.00,0.00,0.00,9,2,9,7,1,
101.76,4.60,575796,143481,18199,5048,3672,13728,-1819,582,1249,579365,87400,-217511,-600,-600,13176,-447,-190,-36,0,0,0.00,0.00,0.00,9,3,10,7,1,
101.76,4.60,571753,140345,6256,3968,2200,12952,-1679,519,1025,579222,87707,-218581,112,-192,13736,-522,-195,97,0,5,0.00,0.00,0.00,9,3,11,6,1,
101.76,4.60,568002,137324,-4884,2920,472,11648,-1624,508,1065,578444,87909,-220179,616,-168,13464,-610,-185,194,0,5,0.00,0.00,0.00,10,3,12,5,1,
101.76,4.60,563515,134075,-16402,2704,-464,11832,-1669,561,1222,577580,88413,-221886,1920,-64,13208,-633,-184,141,0,5,0.00,0.00,0.00,10,3,13,5,1,
101.76,4.60,558340,130246,-28373,1824,-1736,12120,-1684,619,1257,577651,89534,-223949,2024,-128,12840,-717,-189,7,0,5,0.00,0.00,0.00,10,3,14,5,1,
