20:41:28
101.76,4.60,695779,27218,1942,-816,-1448,16184,227,42,152,1035363,-137982,-75992,-4432,-3176,14400,215,31,262,0,5,0.00,0.00,0.00,6,2,3,3,1,
101.76,4.80,694834,26395,2481,-1088,-1648,15664,244,46,174,1033971,-138632,-74566,-4200,-2872,14528,244,32,290,0,5,0.00,0.00,0.00,6,2,3,3,1,
101.76,4.60,693712,25460,2960,-1096,-1600,16024,257,49,222,1032601,-139320,-72893,-4200,-2560,14408,285,31,295,0,5,0.00,0.00,0.00,6,2,3,3,1,
101.76,4.70,692231,24573,3528,-1096,-1448,15776,269,45,279,1031339,-139947,-70971,-4056,-2528,14432,317,16,260,0,5,0.00,0.00,0.00,6,1,3,3,1,
101.76,4.60,690482,23723,4117,-1168,-1536,15600,268,36,306,1030442,-140406,-68844,-4248,-1848,14976,367,10,204,0,5,0.00,0.00,0.00,5,1,3,3,1,
101.76,4.70,688543,22999,4706,-840,-1048,15336,237,38,338,1030122,-140654,-65778,-4000,-904,14904,492,11,71,0,5,0.00,0.00,0.00,5,1,3,3,1,
101.76,4.60,686553,22349,5311,-600,-776,14600,217,40,340,1031126,-140814,-62104,-4016,-856,14224,672,15,-75,0,5,0.00,0.00,0.00,5,1,3,3,1,
101.76,4.70,684558,21838,5886,-224,-568,14600,197,38,324,1032801,-141009,-57823,-3952,-1152,13760,782,23,-94,0,5,0.00,0.00,0.00,4,1,2,3,1,
101.76,4.60,682787,21413,6390,-16,-144,14344,176,38,290,1034549,-141204,-53459,-3248,-2096,12200,795,35,-67,0,5,0.00,0.00,0.00,4,1,1,3,1,
101.76,4.70,681153,21235,6964,472,-88,14424,186,26,257,1036001,-141515,-49535,-3400,-1432,12104,684,40,-45,0,5,0.00,0.00,0.00,4,1,1,2,1,
101.76,4.60,679805,21394,7799,800,248,14600,216,1,201,1037249,-141909,-46161,-3760,-1592,12648,602,46,-53,0,5,0.00,0.00,0.00,3,1,0,3,1,
101.76,4.70,678861,21727,8879,752,416,14328,242,-16,123,1038434,-142525,-43122,-4344,-1976,12936,548,43,-47,0,5,0.00,0.00,0.00,3,1,0,3,1,
101.76,4.60,678381,22164,10173,968,616,14840,271,-23,50,1039320,-143219,-40477,-4376,-1928,13072,491,31,21,0,5,0.00,0.00,0.00,3,1,0,3,1,
